ano,id_municipio,area,desmatado,incremento,floresta,nuvem,nao_observado,nao_floresta,hidrografia
2000,1101609,2217,1468.7,,747.9,0,0,0,0.4
2001,1101609,2217,1541.4,72.7,675.2,0,0,0,0.4
2002,1101609,2217,1611.4,70,605.2,0,0,0,0.4
2003,1101609,2217,1663.9,52.5,552.7,0,0,0,0.4
2004,1101609,2217,1681,17.1,535.6,0,0,0,0.4
2005,1101609,2217,1704.1,23.1,512.5,0,0,0,0.4
2006,1101609,2217,1711.9,7.8,504.7,0,0,0,0.4
2007,1101609,2217,1727,15.1,489.6,0,0,0,0.4
2008,1101609,2217,1734.3,7.3,482.3,0,0,0,0.4
2009,1101609,2217,1740.8,6.5,475.8,0,0,0,0.4
2010,1101609,2217,1742.8,2,473.8,0,0,0,0.4
2011,1101609,2217,1745,2.1,463.6,8,0,0,0.4
2012,1101609,2217,1748.1,3.1,468.2,0.3,0,0,0.4
2013,1101609,2217,1753,4.9,462.5,1.1,0,0,0.4
2014,1101609,2217,1756.7,3.7,459.9,0,0,0,0.4
2015,1101609,2217,1761,4.3,455.6,0,0,0,0.4
2016,1101609,2217,1765.3,4.2,451.3,0,0,0,0.4
2017,1101609,2217,1768.7,3.5,447.9,0,0,0,0.4
2018,1101609,2217,1771.3,2.6,445.3,0,0,0,0.4
2019,1101609,2217,1777.1,5.8,439.5,0,0,0,0.4
2020,1101609,2217,1781.8,4.7,434.8,0,0,0,0.4
2000,1101708,841,639.4,,103.9,0,0,97.7,0
2001,1101708,841,650.1,10.7,93.2,0,0,97.7,0
2002,1101708,841,656.3,6.2,87,0,0,97.7,0
2003,1101708,841,667.1,10.8,76.2,0,0,97.7,0
2004,1101708,841,673,5.9,70.3,0,0,97.7,0
2005,1101708,841,681.6,8.6,61.7,0,0,97.7,0
2006,1101708,841,682.7,1.1,60.6,0,0,97.7,0
2007,1101708,841,683.7,1.1,59.6,0,0,97.7,0
2008,1101708,841,685.8,2,57.5,0,0,97.7,0
2009,1101708,841,687.4,1.7,55.9,0,0,97.7,0
2010,1101708,841,687.6,0.2,55.7,0,0,97.7,0
2011,1101708,841,688.9,1.3,53.2,1.2,0,97.7,0
2012,1101708,841,689.6,0.8,53.7,0,0,97.7,0
2013,1101708,841,690.3,0.6,52.9,0.1,0,97.7,0
2014,1101708,841,691.1,0.8,52.2,0,0,97.7,0
2015,1101708,841,692.1,1,51.2,0,0,97.7,0
2016,1101708,841,693.2,1.1,50.1,0,0,97.7,0
2017,1101708,841,694.1,0.9,49.2,0,0,97.7,0
2018,1101708,841,695,0.8,48.3,0,0,97.7,0
2019,1101708,841,695.4,0.4,47.9,0,0,97.7,0
2020,1101708,841,696.4,1.1,46.9,0,0,97.7,0
2000,1101757,3166,739.4,,2396.3,0,0,11.3,19
2001,1101757,3166,825.2,85.8,2310.5,0,0,11.3,19
2002,1101757,3166,922.5,97.4,2213.2,0,0,11.3,19
2003,1101757,3166,1015.3,92.8,2120.4,0,0,11.3,19
2004,1101757,3166,1067.8,52.5,2067.9,0,0,11.3,19
2005,1101757,3166,1119.5,51.6,2016.2,0,0,11.3,19
2006,1101757,3166,1143.8,24.4,1991.9,0,0,11.3,19
2007,1101757,3166,1168.3,24.4,1967.4,0,0,11.3,19
2008,1101757,3166,1180.8,12.6,1954.9,0,0,11.3,19
2009,1101757,3166,1191.6,10.7,1944.1,0,0,11.3,19
2010,1101757,3166,1195.3,3.7,1940.4,0,0,11.3,19
2011,1101757,3166,1202.5,7.3,1925.6,7.6,0,11.3,19
2012,1101757,3166,1214.8,12.3,1920.9,0,0,11.3,19
2013,1101757,3166,1223.5,8.6,1912.2,0,0,11.3,19
2014,1101757,3166,1234.4,11,1901.3,0,0,11.3,19
2015,1101757,3166,1248.9,14.5,1886.8,0,0,11.3,19
2016,1101757,3166,1268.7,19.7,1867,0,0,11.3,19
2017,1101757,3166,1279.2,10.5,1856.5,0,0,11.3,19
2018,1101757,3166,1288.2,9,1847.5,0,0,11.3,19
2019,1101757,3166,1297.4,9.2,1838.3,0,0,11.3,19
2020,1101757,3166,1304.6,7.2,1831.1,0,0,11.3,19
2000,1101807,974,807.2,,162.6,0,0,3.5,0.7
2001,1101807,974,824.4,17.2,145.4,0,0,3.5,0.7
2002,1101807,974,838.6,14.2,131.2,0,0,3.5,0.7
2003,1101807,974,856.5,17.9,113.3,0,0,3.5,0.7
2004,1101807,974,860.8,4.3,109,0,0,3.5,0.7
2005,1101807,974,864.5,3.7,105.3,0,0,3.5,0.7
2006,1101807,974,865.4,0.8,104.4,0,0,3.5,0.7
2007,1101807,974,866.8,1.4,103,0,0,3.5,0.7
2008,1101807,974,867.6,0.8,102.2,0,0,3.5,0.7
2009,1101807,974,868.2,0.6,101.6,0,0,3.5,0.7
2010,1101807,974,868.2,0.1,101.6,0,0,3.5,0.7
2011,1101807,974,868.5,0.2,100,1.3,0,3.5,0.7
2012,1101807,974,869.1,0.7,100.7,0,0,3.5,0.7
2013,1101807,974,869.3,0.2,100.5,0,0,3.5,0.7
2014,1101807,974,870.9,1.5,98.9,0,0,3.5,0.7
2015,1101807,974,872.1,1.3,97.7,0,0,3.5,0.7
2016,1101807,974,876.1,4,93.7,0,0,3.5,0.7
2017,1101807,974,881.1,5,88.7,0,0,3.5,0.7
2018,1101807,974,884.2,3.1,85.6,0,0,3.5,0.7
2019,1101807,974,886.2,1.9,83.6,0,0,3.5,0.7
2020,1101807,974,888.2,2.1,81.6,0,0,3.5,0.7
2000,1200013,1880,640.3,,1237.5,0,2.2,0,0
2001,1200013,1880,705.5,65.2,1172.3,0,2.2,0,0
2002,1200013,1880,816.1,110.7,1061.7,0,2.2,0,0
2003,1200013,1880,874.9,58.8,1002.9,0,2.2,0,0
2004,1200013,1880,922.8,47.9,955,0,2.2,0,0
2005,1200013,1880,1003.3,80.6,874.5,0,2.2,0,0
2006,1200013,1880,1024.7,21.4,853.1,0,2.2,0,0
2007,1200013,1880,1036.9,12.2,628.4,212.7,2,0,0
2008,1200013,1880,1061.3,24.4,815.8,0,2.9,0,0
2009,1200013,1880,1074.9,13.7,802.5,0,2.6,0,0
2010,1200013,1880,1086.7,11.7,790.4,0,2.9,0,0
2011,1200013,1880,1103.5,16.8,773.7,0,2.8,0,0
2012,1200013,1880,1107.7,4.2,747.4,22,2.9,0,0
2013,1200013,1880,1120,12.3,757.2,0,2.8,0,0
2014,1200013,1880,1137.3,17.3,739.2,0.8,2.7,0,0
2015,1200013,1880,1152.5,15.2,727.5,0,0,0,0
2016,1200013,1880,1176.9,24.5,700.4,0,2.7,0,0
2017,1200013,1880,1182.4,5.5,697.6,0,0,0,0
2018,1200013,1880,1206.9,23.8,673.1,0,0,0,0
2019,1200013,1880,1227.3,20.4,652.7,0,0,0,0
2020,1200013,1880,1240.3,13,639.7,0,0,0,0
2000,1200054,5180,102.4,,5046.1,0,31,0.5,0
2001,1200054,5180,173.5,71.1,4975,0,31,0.5,0
2002,1200054,5180,174.8,1.4,4973.7,0,31,0.5,0
2003,1200054,5180,216.4,41.6,4932.1,0,31,0.5,0
2004,1200054,5180,220.9,4.5,4927.6,0,31,0.5,0
2005,1200054,5180,240.1,19.2,4908.4,0,31,0.5,0
2006,1200054,5180,241,0.9,4907.5,0,31,0.5,0
2007,1200054,5180,244.1,3.1,4901.8,0,33.6,0.5,0
2008,1200054,5180,247.6,3.5,4888.6,1.2,42.1,0.5,0
2009,1200054,5180,249.3,1.7,4893.6,0.4,36.2,0.5,0
2010,1200054,5180,253.2,3.9,4893.9,0,32.4,0.5,0
2011,1200054,5180,256.4,3.2,4890.1,0.3,32.7,0.5,0
2012,1200054,5180,258.9,2.5,4892.4,0,28.2,0.5,0
2013,1200054,5180,263.7,4.9,4886.1,3.2,26.5,0.5,0
2014,1200054,5180,267.8,4.1,4878.5,0,33.2,0.5,0
2015,1200054,5180,273.9,6.1,4510.5,395.1,0,0.5,0
2016,1200054,5180,276.9,3,4875.4,0,27.2,0.5,0
2017,1200054,5180,279.7,2.9,4732.2,167.6,0,0.5,0
2018,1200054,5180,293.2,9.5,4714.8,171.5,0,0.5,0
2019,1200054,5180,316,22.8,4863.5,0,0,0.5,0
2020,1200054,5180,320.9,4.9,4858.6,0,0,0.5,0
2000,1200104,4062,996.3,,3054.3,0,11,0,0.4
2001,1200104,4062,1021.6,25.3,3029,0,11,0,0.4
2002,1200104,4062,1061.8,40.1,2988.8,0,11,0,0.4
2003,1200104,4062,1147.3,85.5,2903.3,0,11,0,0.4
2004,1200104,4062,1178.3,31.1,2872.3,0,11,0,0.4
2005,1200104,4062,1224.8,46.5,2825.8,0,11,0,0.4
2006,1200104,4062,1228.7,3.9,2821.9,0,11,0,0.4
2007,1200104,4062,1234.5,5.8,2815.4,0,11.7,0,0.4
2008,1200104,4062,1247.4,12.9,2799.5,0.1,14.6,0,0.4
2009,1200104,4062,1255.8,8.4,2656.6,137.1,12.1,0,0.4
2010,1200104,4062,1268,12.2,2782.1,0.1,11.4,0,0.4
2011,1200104,4062,1282.6,14.7,2767.7,0,11.3,0,0.4
2012,1200104,4062,1295.8,13.2,2755.3,0,10.5,0,0.4
2013,1200104,4062,1313.7,17.9,2729,8.4,10.5,0,0.4
2014,1200104,4062,1349.3,35.6,2700.5,0,11.8,0,0.4
2015,1200104,4062,1372.1,22.8,2689.5,0,0,0,0.4
2016,1200104,4062,1390.4,18.3,2661.3,0,9.9,0,0.4
2017,1200104,4062,1417.4,27,2644.2,0,0,0,0.4
2018,1200104,4062,1438.8,24.4,2043.5,579.3,0,0,0.4
2019,1200104,4062,1501.1,62.3,2560.5,0,0,0,0.4
2020,1200104,4062,1554.2,53.1,2507.3,0.1,0,0,0.4
2000,1200138,3104,894.2,,2209.1,0,0.5,0,0.2
2001,1200138,3104,928.2,34,2175.1,0,0.5,0,0.2
2002,1200138,3104,973.4,45.3,2129.9,0,0.5,0,0.2
2003,1200138,3104,1026.4,53,2076.9,0,0.5,0,0.2
2004,1200138,3104,1080,53.6,2023.3,0,0.5,0,0.2
2005,1200138,3104,1116.7,36.7,1986.6,0,0.5,0,0.2
2006,1200138,3104,1131.9,15.2,1848.9,122.5,0.5,0,0.2
2007,1200138,3104,1142.4,10.5,1960.9,0,0.5,0,0.2
2008,1200138,3104,1159,16.6,1944.3,0,0.5,0,0.2
2009,1200138,3104,1166.8,7.8,1936.5,0,0.5,0,0.2
2010,1200138,3104,1175.2,8.4,1928.2,0,0.4,0,0.2
2011,1200138,3104,1185.2,10,1918.2,0,0.4,0,0.2
2012,1200138,3104,1195.9,10.7,1907.5,0,0.4,0,0.2
2013,1200138,3104,1204.6,8.7,1898.8,0,0.4,0,0.2
2014,1200138,3104,1216,11.4,1784.5,102.8,0.5,0,0.2
2015,1200138,3104,1225.6,9.6,1878.1,0.1,0,0,0.2
2016,1200138,3104,1243.8,18.1,1860,0,0,0,0.2
2017,1200138,3104,1258.3,14.5,1768.8,76.7,0,0,0.2
2018,1200138,3104,1267.9,15.8,1835.9,0,0,0,0.2
2019,1200138,3104,1295,27.1,1808.8,0,0,0,0.2
2020,1200138,3104,1317.8,22.8,1786,0,0,0,0.2
2000,1200179,1760,667.2,,1086.4,0,6.4,0,0
2001,1200179,1760,685.1,17.9,1068.5,0,6.4,0,0
2002,1200179,1760,728.8,43.7,1024.8,0,6.4,0,0
2003,1200179,1760,757.9,29.1,995.7,0,6.4,0,0
2004,1200179,1760,790.8,32.9,962.8,0,6.4,0,0
2005,1200179,1760,811.4,20.6,942.2,0,6.4,0,0
2006,1200179,1760,822.2,10.8,931.4,0,6.4,0,0
2007,1200179,1760,825.3,3.1,928.4,0,6.3,0,0
2008,1200179,1760,834.3,9,917.8,0,7.9,0,0
2009,1200179,1760,838.2,3.9,915.8,0,6,0,0
2010,1200179,1760,842,3.8,911.4,0,6.6,0,0
2011,1200179,1760,851.9,9.9,900.4,0.1,7.6,0,0
2012,1200179,1760,867.4,15.4,885.8,0.1,6.7,0,0
2013,1200179,1760,873.2,5.8,882.1,0,4.7,0,0
2014,1200179,1760,883.1,9.9,866.8,2.8,7.3,0,0
2015,1200179,1760,889.3,6.2,870.1,0.6,0,0,0
2016,1200179,1760,906.4,17.1,847.5,0,6.1,0,0
2017,1200179,1760,918.2,11.8,841.8,0,0,0,0
2018,1200179,1760,929.8,11.8,830.2,0,0,0,0
2019,1200179,1760,958.3,28.4,801.7,0,0,0,0
2020,1200179,1760,977.7,19.4,782.3,0,0,0,0
2000,1200203,9202,806.1,,8339.5,0,35.7,20.7,0
2001,1200203,9202,823.6,17.6,8322,0,35.7,20.7,0
2002,1200203,9202,840.6,17,8305,0,35.7,20.7,0
2003,1200203,9202,858.6,18,8287,0,35.7,20.7,0
2004,1200203,9202,913.5,54.9,8232.1,0,35.7,20.7,0
2005,1200203,9202,933.7,20.2,8211.9,0,35.7,20.7,0
2006,1200203,9202,936.9,3.2,8189.4,19.3,35.7,20.7,0
2007,1200203,9202,944.6,7.7,7472.6,727.7,36.4,20.7,0
2008,1200203,9202,955.4,10.8,6962.1,1224.6,39.2,20.7,0
2009,1200203,9202,959.2,3.9,7243.8,940.1,38.2,20.7,0
2010,1200203,9202,982.2,23,7973.3,188.4,37.4,20.7,0
2011,1200203,9202,995,12.8,7829.8,319,37.5,20.7,0
2012,1200203,9202,1005.1,10.1,8142.3,0,33.9,20.7,0
2013,1200203,9202,1010.5,5.4,7610.1,533.3,27.4,20.7,0
2014,1200203,9202,1021.7,11.2,7894.2,232.5,32.9,20.7,0
2015,1200203,9202,1025,3.4,7877,279.3,0,20.7,0
2016,1200203,9202,1034.3,9.3,8118.1,6.9,22,20.7,0
2017,1200203,9202,1043.7,9.3,8043.5,94.1,0,20.7,0
2018,1200203,9202,1062.3,18.2,8119,0,0,20.7,0
2019,1200203,9202,1088.5,26.2,8064.2,28.6,0,20.7,0
2020,1200203,9202,1129.3,40.8,7655.6,396.4,0,20.7,0
2000,1200252,1703,700.6,,994.2,0,8.1,0,0.1
2001,1200252,1703,709,8.4,985.8,0,8.1,0,0.1
2002,1200252,1703,729.8,20.7,965,0,8.1,0,0.1
2003,1200252,1703,771.1,41.3,923.7,0,8.1,0,0.1
2004,1200252,1703,784.9,13.8,909.9,0,8.1,0,0.1
2005,1200252,1703,802.7,17.8,892.1,0,8.1,0,0.1
2006,1200252,1703,805.6,2.9,889.2,0,8.1,0,0.1
2007,1200252,1703,807.5,1.9,886.9,0,8.5,0,0.1
2008,1200252,1703,811.9,4.4,881.4,0,9.6,0,0.1
2009,1200252,1703,816.1,4.3,878.9,0.4,7.5,0,0.1
2010,1200252,1703,820,3.8,874.6,0,8.3,0,0.1
2011,1200252,1703,827.3,7.3,867.3,0,8.3,0,0.1
2012,1200252,1703,840,12.7,848.6,6.9,7.4,0,0.1
2013,1200252,1703,846.7,6.7,855.1,0,1.1,0,0.1
2014,1200252,1703,857.2,10.6,828.7,8.2,8.8,0,0.1
2015,1200252,1703,867.3,10.1,835.6,0,0,0,0.1
2016,1200252,1703,874.9,7.6,827.2,0,0.8,0,0.1
2017,1200252,1703,885.3,10.4,817.6,0,0,0,0.1
2018,1200252,1703,889.4,8.8,813.5,0,0,0,0.1
2019,1200252,1703,901,11.6,801.9,0,0,0,0.1
2020,1200252,1703,912.8,11.8,786.6,3.5,0,0,0.1
2000,1200302,29179,1048.8,,28055.5,0,57,0.4,17.3
2001,1200302,29179,1082.8,34,28021.5,0,57,0.4,17.3
2002,1200302,29179,1134.7,51.9,27969.6,0,57,0.4,17.3
2003,1200302,29179,1216.5,81.9,27887.8,0,57,0.4,17.3
2004,1200302,29179,1232.7,16.1,27871.6,0,57,0.4,17.3
2005,1200302,29179,1255.9,23.2,27847.3,1.1,57,0.4,17.3
2006,1200302,29179,1269.8,13.9,27832.6,1.9,57,0.4,17.3
2007,1200302,29179,1288.1,18.4,27814.9,0,58.3,0.4,17.3
2008,1200302,29179,1317,28.8,27779.3,0.1,64.9,0.4,17.3
2009,1200302,29179,1337.9,20.9,23805.2,3957.9,60.3,0.4,17.3
2010,1200302,29179,1361.5,23.7,27720.9,17.3,61.6,0.4,17.3
2011,1200302,29179,1385.5,24,27677.1,37.1,61.6,0.4,17.3
2012,1200302,29179,1418.5,33,27637.3,45.5,60,0.4,17.3
2013,1200302,29179,1442.7,24.2,27153.8,505,59.8,0.4,17.3
2014,1200302,29179,1478.8,36.1,27586.1,36.4,60,0.4,17.3
2015,1200302,29179,1490.1,11.3,27360.1,311.1,0,0.4,17.3
2016,1200302,29179,1530.4,40.3,27572.1,5.4,53.4,0.4,17.3
2017,1200302,29179,1556.3,25.8,27604.7,0.3,0,0.4,17.3
2018,1200302,29179,1643.5,83.3,27517.8,0,0,0.4,17.3
2019,1200302,29179,1741.2,97.7,27420.1,0,0,0.4,17.3
2020,1200302,29179,1829.6,88.3,27331.7,0,0,0.4,17.3
2000,1200328,5635,82,,5539.7,0,12.8,0.1,0.4
2001,1200328,5635,92.3,10.2,5529.4,0,12.8,0.1,0.4
2002,1200328,5635,103.8,11.5,5517.9,0,12.8,0.1,0.4
2003,1200328,5635,110.7,6.9,5511,0,12.8,0.1,0.4
2004,1200328,5635,112.9,2.3,5508.8,0,12.8,0.1,0.4
2005,1200328,5635,115.6,2.7,5505.9,0.2,12.8,0.1,0.4
2006,1200328,5635,117.8,2.2,5502.4,1.5,12.8,0.1,0.4
2007,1200328,5635,119.9,2.1,5487.5,11.7,15.4,0.1,0.4
2008,1200328,5635,127.5,7.6,5485.4,4.5,17.1,0.1,0.4
2009,1200328,5635,129.4,1.9,2907.7,2582.3,15.1,0.1,0.4
2010,1200328,5635,136.5,7,5484.9,0,13.1,0.1,0.4
2011,1200328,5635,142.7,6.2,5473.9,4.8,13.1,0.1,0.4
2012,1200328,5635,149.9,7.2,5303.8,170.2,10.6,0.1,0.4
2013,1200328,5635,152.2,2.3,5197.4,266.1,18.8,0.1,0.4
2014,1200328,5635,159.3,7.1,5288.8,175.2,11.2,0.1,0.4
2015,1200328,5635,160.2,0.9,4944.5,529.8,0,0.1,0.4
2016,1200328,5635,162.5,2.3,5456.7,0.8,14.5,0.1,0.4
2017,1200328,5635,165,2.6,5469.1,0.4,0,0.1,0.4
2018,1200328,5635,172.6,7.2,5461.9,0,0,0.1,0.4
2019,1200328,5635,184.4,11.8,5450.1,0,0,0.1,0.4
2020,1200328,5635,196.3,11.9,5438,0.2,0,0.1,0.4
2000,1200336,5762,311.9,,5262.2,0,142.8,45.1,0
2001,1200336,5762,321.8,9.9,5252.3,0,142.8,45.1,0
2002,1200336,5762,331.6,9.8,5242.5,0,142.8,45.1,0
2003,1200336,5762,343.4,11.7,5230.7,0,142.8,45.1,0
2004,1200336,5762,368.5,25.2,5205.6,0,142.8,45.1,0
2005,1200336,5762,376.7,8.1,5197.4,0,142.8,45.1,0
2006,1200336,5762,382.1,5.4,5191.7,0.3,142.8,45.1,0
2007,1200336,5762,384,1.9,3979,1209.4,144.5,45.1,0
2008,1200336,5762,388.7,4.6,5156.1,21.5,150.6,45.1,0
2009,1200336,5762,390.1,1.4,5048,128.9,149.9,45.1,0
2010,1200336,5762,395,5,4947.6,225.9,148.4,45.1,0
2011,1200336,5762,407.3,12.3,5021.4,140,148.2,45.1,0
2012,1200336,5762,410.8,3.5,5165.3,0,140.8,45.1,0
2013,1200336,5762,413.3,2.5,5176.4,6.5,120.7,45.1,0
2014,1200336,5762,415.8,2.6,5160,2.4,138.7,45.1,0
2015,1200336,5762,418.2,2.3,5282.9,15.8,0,45.1,0
2016,1200336,5762,421.3,3.1,2365.4,2816.9,113.3,45.1,0
2017,1200336,5762,422.9,1.6,5275.5,18.5,0,45.1,0
2018,1200336,5762,427.2,3.9,5289.7,0,0,45.1,0
2019,1200336,5762,440.1,12.9,5214.4,62.4,0,45.1,0
2020,1200336,5762,444.9,4.8,5264.6,7.4,0,45.1,0
2000,1200344,11118,142.1,,10916.6,0,9.8,0,49.5
2001,1200344,11118,148.9,6.8,10909.8,0,9.8,0,49.5
2002,1200344,11118,162.3,13.5,10896.4,0,9.8,0,49.5
2003,1200344,11118,212.6,50.2,10846.1,0,9.8,0,49.5
2004,1200344,11118,218.4,5.8,10840.3,0,9.8,0,49.5
2005,1200344,11118,241.4,23.1,10817.3,0,9.8,0,49.5
2006,1200344,11118,247.2,5.8,10811.5,0,9.8,0,49.5
2007,1200344,11118,252.5,5.2,10803.4,0,12.6,0,49.5
2008,1200344,11118,257.1,4.6,10796.8,0,14.6,0,49.5
2009,1200344,11118,262.4,5.3,10437.9,355.7,12.5,0,49.5
2010,1200344,11118,270.8,8.4,10786,0,11.7,0,49.5
2011,1200344,11118,279,8.2,10717.7,60.2,11.6,0,49.5
2012,1200344,11118,293.4,14.4,10766.7,0,8.4,0,49.5
2013,1200344,11118,309.8,16.5,10063.2,687.8,7.7,0,49.5
2014,1200344,11118,328.6,18.8,10718.8,12,9.1,0,49.5
2015,1200344,11118,348.3,19.7,10720.2,0,0,0,49.5
2016,1200344,11118,376.2,27.8,10687.6,0,4.7,0,49.5
2017,1200344,11118,390.6,14.4,10677.9,0,0,0,49.5
2018,1200344,11118,444.3,49.7,1010.2,9614,0,0,49.5
2019,1200344,11118,477.3,32.9,10591.2,0,0,0,49.5
2020,1200344,11118,526.1,48.8,10542.4,0,0,0,49.5
2000,1200351,8588,144.4,,8352.8,0,90.1,0.2,0.5
2001,1200351,8588,147.6,3.2,8349.6,0,90.1,0.2,0.5
2002,1200351,8588,165.8,18.2,8331.4,0,90.1,0.2,0.5
2003,1200351,8588,167.3,1.5,8329.9,0,90.1,0.2,0.5
2004,1200351,8588,177.5,10.2,8319.7,0,90.1,0.2,0.5
2005,1200351,8588,189.4,11.9,8307.8,0,90.1,0.2,0.5
2006,1200351,8588,191.6,2.2,8302.1,3.5,90.1,0.2,0.5
2007,1200351,8588,194.3,2.7,8221.3,80.1,91.6,0.2,0.5
2008,1200351,8588,206.8,12.6,7990,294.2,96.3,0.2,0.5
2009,1200351,8588,206.9,0.1,2577,5710.2,93.2,0.2,0.5
2010,1200351,8588,230.1,23.3,8266.2,0,91,0.2,0.5
2011,1200351,8588,241.8,11.6,8041.5,213,91,0.2,0.5
2012,1200351,8588,245.5,3.8,8221.4,36,84.4,0.2,0.5
2013,1200351,8588,247.7,2.2,8225.5,58,56.1,0.2,0.5
2014,1200351,8588,256.6,8.9,8081.1,163,86.6,0.2,0.5
2015,1200351,8588,257.1,0.5,7800.1,530.1,0,0.2,0.5
2016,1200351,8588,259.9,2.8,8258.5,11.9,57,0.2,0.5
2017,1200351,8588,262.8,2.9,8324.5,0,0,0.2,0.5
2018,1200351,8588,267.1,4.3,8320.2,0,0,0.2,0.5
2019,1200351,8588,281.7,14.6,8305.6,0,0,0.2,0.5
2020,1200351,8588,311.6,29.8,8204,71.7,0,0.2,0.5
2000,1200385,1988,998.3,,986.4,0,3.3,0,0
2001,1200385,1988,1065.4,67.1,919.3,0,3.3,0,0
2002,1200385,1988,1200.3,134.9,784.4,0,3.3,0,0
2003,1200385,1988,1272,71.7,712.7,0,3.3,0,0
2004,1200385,1988,1322.8,50.8,661.9,0,3.3,0,0
2005,1200385,1988,1392.7,69.9,592,0,3.3,0,0
2006,1200385,1988,1402.1,9.4,582.6,0,3.3,0,0
2007,1200385,1988,1407,4.9,566.5,11.2,3.3,0,0
2008,1200385,1988,1410.3,3.3,572.7,0,5,0,0
2009,1200385,1988,1421.2,10.9,563.5,0,3.3,0,0
2010,1200385,1988,1427.1,5.9,556.6,0,4.3,0,0
2011,1200385,1988,1434.2,7.1,530,19.3,4.5,0,0
2012,1200385,1988,1438.2,4,544,0,5.8,0,0
2013,1200385,1988,1443.3,5.1,541.2,0,3.5,0,0
2014,1200385,1988,1452.4,9.1,528,1.7,5.9,0,0
2015,1200385,1988,1457.9,5.5,530.1,0,0,0,0
2016,1200385,1988,1466,8.1,517,0,5,0,0
2017,1200385,1988,1471.5,5.5,516.5,0,0,0,0
2018,1200385,1988,1483.9,12.8,504.1,0,0,0,0
2019,1200385,1988,1493.3,9.3,494.7,0,0,0,0
2020,1200385,1988,1502.2,8.9,485.8,0,0,0,0
2000,1200393,6661,110.4,,6546,0,1.6,3,0
2001,1200393,6661,115,4.7,6541.4,0,1.6,3,0
2002,1200393,6661,128.2,13.2,6528.2,0,1.6,3,0
2003,1200393,6661,129.5,1.3,6526.9,0,1.6,3,0
2004,1200393,6661,137.1,7.6,6519.3,0,1.6,3,0
2005,1200393,6661,148.5,11.4,6507.9,0,1.6,3,0
2006,1200393,6661,149.6,1.1,6503,3.8,1.6,3,0
2007,1200393,6661,156.3,6.7,6313.6,186.5,1.6,3,0
2008,1200393,6661,162.9,6.6,5579.8,913.4,1.9,3,0
2009,1200393,6661,164,1.1,5228.4,1264.1,1.5,3,0
2010,1200393,6661,178.2,14.2,6478,0.2,1.6,3,0
2011,1200393,6661,189.3,11.2,6442.1,25,1.6,3,0
2012,1200393,6661,195.2,5.9,5992.5,468.9,1.4,3,0
2013,1200393,6661,197,1.7,6443.1,16.1,1.8,3,0
2014,1200393,6661,206.8,9.8,6121.2,328.4,1.6,3,0
2015,1200393,6661,208.3,1.5,6125.6,324.1,0,3,0
2016,1200393,6661,212.8,4.5,6403.1,40.3,1.8,3,0
2017,1200393,6661,216.1,3.3,6441.9,0,0,3,0
2018,1200393,6661,221.1,5,6436.9,0,0,3,0
2019,1200393,6661,230.5,9.4,6427.5,0,0,3,0
2020,1200393,6661,255.3,24.7,6269.4,133.3,0,3,0
2000,1200401,9113,1944.9,,7167.9,0,0.1,0,0.1
2001,1200401,9113,2031.3,86.4,7081.5,0,0.1,0,0.1
2002,1200401,9113,2117.1,85.8,6995.7,0,0.1,0,0.1
2003,1200401,9113,2198.9,81.8,6913.9,0,0.1,0,0.1
2004,1200401,9113,2320.2,121.3,6792.6,0,0.1,0,0.1
2005,1200401,9113,2405.2,85,6707.6,0,0.1,0,0.1
2006,1200401,9113,2438.8,33.6,6659.7,14.3,0.1,0,0.1
2007,1200401,9113,2453,14.2,6638,21.8,0.1,0,0.1
2008,1200401,9113,2482.3,29.3,6630.5,0,0.1,0,0.1
2009,1200401,9113,2501.7,19.4,6609,2.1,0.1,0,0.1
2010,1200401,9113,2522.7,21,6584.8,5.3,0.1,0,0.1
2011,1200401,9113,2566.5,43.8,6546.3,0,0.1,0,0.1
2012,1200401,9113,2595.2,28.7,6517.3,0.3,0.1,0,0.1
2013,1200401,9113,2615.3,20.1,6496.2,1.3,0.1,0,0.1
2014,1200401,9113,2650.2,34.9,6449.4,13.2,0.1,0,0.1
2015,1200401,9113,2681.5,31.3,6431,0.4,0,0,0.1
2016,1200401,9113,2735.1,53.7,6377.8,0,0,0,0.1
2017,1200401,9113,2762.8,27.6,6308.7,41.4,0,0,0.1
2018,1200401,9113,2799.3,37,6025.4,288.2,0,0,0.1
2019,1200401,9113,2881.9,82.6,6231,0,0,0,0.1
2020,1200401,9113,2938.9,57,6174,0,0,0,0.1
2000,1200427,3246,357.5,,2835.8,0,52,0.7,0
2001,1200427,3246,370.8,13.3,2822.5,0,52,0.7,0
2002,1200427,3246,382.9,12.2,2810.4,0,52,0.7,0
2003,1200427,3246,386.2,3.3,2807.1,0,52,0.7,0
2004,1200427,3246,444,57.7,2749.3,0,52,0.7,0
2005,1200427,3246,451.5,7.5,2741.8,0,52,0.7,0
2006,1200427,3246,453.7,2.2,2738.2,1.4,52,0.7,0
2007,1200427,3246,458.8,5,1241.6,1492.1,52.8,0.7,0
2008,1200427,3246,464.8,6.1,2713.7,11.8,55,0.7,0
2009,1200427,3246,467.9,3.1,2464.8,257.3,55.3,0.7,0
2010,1200427,3246,479.6,11.7,2451.8,259.1,54.8,0.7,0
2011,1200427,3246,485.3,5.7,2270.5,434.6,54.9,0.7,0
