ano,id_municipio,area,desmatado,incremento,floresta,nuvem,nao_observado,nao_floresta,hidrografia
2009,5100201,7486,37.2,0,122.4,0,4,7322.4,0
2010,5100201,7486,37.2,0,122.5,0,3.9,7322.4,0
2011,5100201,7486,37.3,0.1,120.2,2.1,4,7322.4,0
2012,5100201,7486,37.3,0,122.4,0,3.9,7322.4,0
2013,5100201,7486,37.3,0,122.3,0,4,7322.4,0
2014,5100201,7486,37.4,0.1,122.4,0,3.8,7322.4,0
2015,5100201,7486,38.3,0.9,125.3,0,0,7322.4,0
2016,5100201,7486,38.9,0.6,124.7,0,0,7322.4,0
2017,5100201,7486,40,1.2,123.6,0,0,7322.4,0
2018,5100201,7486,40.1,0,123.5,0,0,7322.4,0
2019,5100201,7486,40.1,0,123.5,0,0,7322.4,0
2020,5100201,7486,40.3,0.2,123.3,0,0,7322.4,0
2000,5100250,8986,3825.3,,4864.3,0,1.6,258.7,36.1
2001,5100250,8986,4112.2,286.9,4577.4,0,1.6,258.7,36.1
2002,5100250,8986,4245.7,133.5,4443.9,0,1.6,258.7,36.1
2003,5100250,8986,4372.5,126.8,4317.1,0,1.6,258.7,36.1
2004,5100250,8986,4604.5,232,4085.1,0,1.6,258.7,36.1
2005,5100250,8986,4729.6,125.1,3960,0,1.6,258.7,36.1
2006,5100250,8986,4826.2,96.6,3810,53.4,1.6,258.7,36.1
2007,5100250,8986,4887.6,61.4,3801.9,0,1.7,258.7,36.1
2008,5100250,8986,4903.4,15.9,3786.1,0,1.7,258.7,36.1
2009,5100250,8986,4910.6,7.2,3778.9,0,1.7,258.7,36.1
2010,5100250,8986,4913.5,2.9,3776.1,0,1.6,258.7,36.1
2011,5100250,8986,4919.2,5.7,3770.3,0,1.7,258.7,36.1
2012,5100250,8986,4920.9,1.7,3768.7,0,1.6,258.7,36.1
2013,5100250,8986,4927.7,6.8,3761.9,0,1.6,258.7,36.1
2014,5100250,8986,4937.2,9.6,3752.3,0,1.7,258.7,36.1
2015,5100250,8986,4946.1,8.8,3745.1,0,0,258.7,36.1
2016,5100250,8986,4954.8,8.8,3736.4,0,0,258.7,36.1
2017,5100250,8986,4966.8,12,3724.4,0,0,258.7,36.1
2018,5100250,8986,4975.5,8.7,3715.7,0,0,258.7,36.1
2019,5100250,8986,4990.6,15.1,3700.6,0,0,258.7,36.1
2020,5100250,8986,5007.9,17.3,3683.3,0,0,258.7,36.1
2000,5100300,5541,0,,0,0,4286.3,5339.3,0
2001,5100300,5541,0,0,0,0,4286.3,5339.3,0
2002,5100300,5541,0,0,0,0,4286.3,5339.3,0
2003,5100300,5541,0,0,0,0,4286.3,5339.3,0
2004,5100300,5541,0,0,0,0,4286.3,5339.3,0
2005,5100300,5541,0,0,0,0,4286.3,5339.3,0
2006,5100300,5541,0,0,0,0,4286.3,5339.3,0
2007,5100300,5541,0,0,0,0,4286.1,5339.3,0
2008,5100300,5541,0,0,0,0,4285,5339.3,0
2009,5100300,5541,0,0,0,0,214,5339.3,0
2010,5100300,5541,0,0,0,0,211.9,5339.3,0
2011,5100300,5541,0,0,0,0,210.7,5339.3,0
2012,5100300,5541,0,0,0,0,205.2,5339.3,0
2013,5100300,5541,0,0,0.1,0,201.6,5339.3,0
2014,5100300,5541,0,0,0,0,210.6,5339.3,0
2015,5100300,5541,0,0,201.7,0,0,5339.3,0
2016,5100300,5541,0,0,2.2,0,199.5,5339.3,0
2017,5100300,5541,0,0,201.7,0,0,5339.3,0
2018,5100300,5541,0,0,201.7,0,0,5339.3,0
2019,5100300,5541,0,0,201.7,0,0,5339.3,0
2020,5100300,5541,0,0,201.7,0,0,5339.3,0
2000,5100359,2241,823,,844.2,0,0,573.8,0
2001,5100359,2241,885.6,62.6,781.6,0,0,573.8,0
2002,5100359,2241,919.4,33.8,747.8,0,0,573.8,0
2003,5100359,2241,1009,89.6,658.2,0,0,573.8,0
2004,5100359,2241,1057.4,48.5,609.8,0,0,573.8,0
2005,5100359,2241,1094.8,37.4,572.3,0.1,0,573.8,0
2006,5100359,2241,1104,9.1,562.4,0.8,0,573.8,0
2007,5100359,2241,1111.1,7.1,556.1,0,0,573.8,0
2008,5100359,2241,1128.9,17.9,538.3,0,0,573.8,0
2009,5100359,2241,1142.7,13.7,524.5,0,0,573.8,0
2010,5100359,2241,1146.3,3.6,520.9,0,0,573.8,0
2011,5100359,2241,1166.2,19.9,432.6,68.4,0,573.8,0
2012,5100359,2241,1170.9,4.6,496.3,0,0,573.8,0
2013,5100359,2241,1172.8,1.9,494.4,0,0,573.8,0
2014,5100359,2241,1173.9,1.1,493.3,0,0,573.8,0
2015,5100359,2241,1174.3,0.4,492.9,0,0,573.8,0
2016,5100359,2241,1175.2,0.9,492,0,0,573.8,0
2017,5100359,2241,1181.4,6.2,485.8,0,0,573.8,0
2018,5100359,2241,1226.1,44.7,441.1,0,0,573.8,0
2019,5100359,2241,1226.7,0.7,440.5,0,0,573.8,0
2020,5100359,2241,1228.2,1.5,439,0,0,573.8,0
2000,5100409,3658,0,,0,0,1772.1,3658,0
2001,5100409,3658,0,0,0,0,1772.1,3658,0
2002,5100409,3658,0,0,0,0,1772.1,3658,0
2003,5100409,3658,0,0,0,0,1772.1,3658,0
2004,5100409,3658,0,0,0,0,1772.1,3658,0
2005,5100409,3658,0,0,0,0,1772.1,3658,0
2006,5100409,3658,0,0,0,0,1772.1,3658,0
2007,5100409,3658,0,0,0,0,1765,3658,0
2008,5100409,3658,0,0,0,0,1763.8,3658,0
2009,5100409,3658,0,0,0,0,0,3658,0
2010,5100409,3658,0,0,0,0,0,3658,0
2011,5100409,3658,0,0,0,0,0,3658,0
2012,5100409,3658,0,0,0,0,0,3658,0
2013,5100409,3658,0,0,0,0,0,3658,0
2014,5100409,3658,0,0,0,0,0,3658,0
2015,5100409,3658,0,0,0,0,0,3658,0
2016,5100409,3658,0,0,0,0,0,3658,0
2017,5100409,3658,0,0,0,0,0,3658,0
2018,5100409,3658,0,0,0,0,0,3658,0
2019,5100409,3658,0,0,0,0,0,3658,0
2020,5100409,3658,0,0,0,0,0,3658,0
2000,5100508,2055,407,,140,0,0,1508,0
2001,5100508,2055,411.1,4,135.9,0,0,1508,0
2002,5100508,2055,418.7,7.7,128.3,0,0,1508,0
2003,5100508,2055,418.9,0.2,128.1,0,0,1508,0
2004,5100508,2055,420,1.1,127,0,0,1508,0
2005,5100508,2055,420.4,0.4,126.6,0,0,1508,0
2006,5100508,2055,421.7,1.3,125.3,0,0,1508,0
2007,5100508,2055,422.6,0.9,124.4,0,0,1508,0
2008,5100508,2055,423.2,0.7,123.8,0,0,1508,0
2009,5100508,2055,423.5,0.3,123.5,0,0,1508,0
2010,5100508,2055,423.5,0,123.5,0,0,1508,0
2011,5100508,2055,423.6,0.1,123.4,0,0,1508,0
2012,5100508,2055,423.6,0,123.4,0,0,1508,0
2013,5100508,2055,423.6,0,123.4,0,0,1508,0
2014,5100508,2055,423.6,0,123.4,0,0,1508,0
2015,5100508,2055,423.9,0.3,123.1,0,0,1508,0
2016,5100508,2055,424,0.1,123,0,0,1508,0
2017,5100508,2055,424,0,123,0,0,1508,0
2018,5100508,2055,424.3,0.3,112.6,10.1,0,1508,0
2019,5100508,2055,424.3,0,122.7,0,0,1508,0
2020,5100508,2055,424.3,0,122.7,0,0,1508,0
2000,5100607,1391,0,,0,0,492.1,1383.4,0
2001,5100607,1391,0,0,0,0,492.1,1383.4,0
2002,5100607,1391,0,0,0,0,492.1,1383.4,0
2003,5100607,1391,0,0,0,0,492.1,1383.4,0
2004,5100607,1391,0,0,0,0,492.1,1383.4,0
2005,5100607,1391,0,0,0,0,492.1,1383.4,0
2006,5100607,1391,0,0,0,0,492.1,1383.4,0
2007,5100607,1391,0,0,0,0,492.5,1383.4,0
2008,5100607,1391,0,0,0,0,492.5,1383.4,0
2009,5100607,1391,0,0,0,0,8.9,1383.4,0
2010,5100607,1391,0,0,0,0,9.4,1383.4,0
2011,5100607,1391,0,0,0,0,9.7,1383.4,0
2012,5100607,1391,0,0,0,0,11.6,1383.4,0
2013,5100607,1391,0,0,0,0,8.3,1383.4,0
2014,5100607,1391,0,0,0,0,12.9,1383.4,0
2015,5100607,1391,0,0,7.6,0,0,1383.4,0
2016,5100607,1391,0,0,0,0,9.9,1383.4,0
2017,5100607,1391,0,0,7.6,0,0,1383.4,0
2018,5100607,1391,0,0,7.6,0,0,1383.4,0
2019,5100607,1391,0,0,7.6,0,0,1383.4,0
2020,5100607,1391,0,0,7.6,0,0,1383.4,0
2000,5100805,20401,816.1,,18264.9,0,3.9,1052.9,263.2
2001,5100805,20401,889.9,73.8,18191.1,0,3.9,1052.9,263.2
2002,5100805,20401,1144.9,255,17936.1,0,3.9,1052.9,263.2
2003,5100805,20401,1486.9,342,17594.1,0,3.9,1052.9,263.2
2004,5100805,20401,1717.2,230.3,17363.8,0,3.9,1052.9,263.2
2005,5100805,20401,1865.5,148.3,17215.5,0,3.9,1052.9,263.2
2006,5100805,20401,1915.3,49.8,17164.5,1.2,3.9,1052.9,263.2
2007,5100805,20401,1988.6,73.3,17092.5,0,3.8,1052.9,263.2
2008,5100805,20401,2034.4,45.8,17043.5,3.2,3.8,1052.9,263.2
2009,5100805,20401,2048.3,13.9,16431.8,601,3.8,1052.9,263.2
2010,5100805,20401,2063.4,15.1,16437.3,580.3,3.9,1052.9,263.2
2011,5100805,20401,2077.3,13.9,17003.7,0,3.9,1052.9,263.2
2012,5100805,20401,2089.7,12.4,16985.1,6.2,3.9,1052.9,263.2
2013,5100805,20401,2108.4,18.7,16854.3,118.3,3.9,1052.9,263.2
2014,5100805,20401,2120.5,12,16960.5,0,3.9,1052.9,263.2
2015,5100805,20401,2136.8,16.4,16948.1,0,0,1052.9,263.2
2016,5100805,20401,2154.9,18,16930,0,0,1052.9,263.2
2017,5100805,20401,2182.3,27.5,16902.6,0,0,1052.9,263.2
2018,5100805,20401,2211.7,29.4,12708.6,4164.6,0,1052.9,263.2
2019,5100805,20401,2297.6,85.8,16787.3,0,0,1052.9,263.2
2020,5100805,20401,2349.6,52,16730.3,5,0,1052.9,263.2
2000,5101001,6422,699.7,,655.4,0,18.4,5034.8,13.7
2001,5101001,6422,769.7,70,585.4,0,18.4,5034.8,13.7
2002,5101001,6422,781.7,12,573.4,0,18.4,5034.8,13.7
2003,5101001,6422,806.8,25.1,548.3,0,18.4,5034.8,13.7
2004,5101001,6422,811.9,5.1,543.2,0,18.4,5034.8,13.7
2005,5101001,6422,817.1,5.2,538,0,18.4,5034.8,13.7
2006,5101001,6422,826.2,9.1,528.9,0,18.4,5034.8,13.7
2007,5101001,6422,826.4,0.2,531.5,0,15.6,5034.8,13.7
2008,5101001,6422,830,3.6,528,0,15.5,5034.8,13.7
2009,5101001,6422,830.2,0.3,526.5,0,16.8,5034.8,13.7
2010,5101001,6422,830.4,0.2,527.1,0,16,5034.8,13.7
2011,5101001,6422,830.4,0,526.1,0,17,5034.8,13.7
2012,5101001,6422,830.8,0.4,522.6,0,20.1,5034.8,13.7
2013,5101001,6422,830.9,0.2,527.1,0,15.5,5034.8,13.7
2014,5101001,6422,831,0.1,519.5,0,23,5034.8,13.7
2015,5101001,6422,831.1,0.1,542.4,0,0,5034.8,13.7
2016,5101001,6422,831.2,0.2,517.4,6.3,18.6,5034.8,13.7
2017,5101001,6422,831.2,0,542.3,0,0,5034.8,13.7
2018,5101001,6422,831.2,0,542.3,0,0,5034.8,13.7
2019,5101001,6422,831.2,0,540.4,1.9,0,5034.8,13.7
2020,5101001,6422,831.2,0,542.3,0,0,5034.8,13.7
2000,5101209,688,0,,0,0,686.5,687.3,0
2001,5101209,688,0,0,0,0,686.5,687.3,0
2002,5101209,688,0,0,0,0,686.5,687.3,0
2003,5101209,688,0,0,0,0,686.5,687.3,0
2004,5101209,688,0,0,0,0,686.5,687.3,0
2005,5101209,688,0,0,0,0,686.5,687.3,0
2006,5101209,688,0,0,0,0,686.5,687.3,0
2007,5101209,688,0,0,0,0,686.3,687.3,0
2008,5101209,688,0,0,0,0,686.5,687.3,0
2009,5101209,688,0,0,0,0,1.6,687.3,0
2010,5101209,688,0,0,0,0,1.6,687.3,0
2011,5101209,688,0,0,0,0,1.6,687.3,0
2012,5101209,688,0,0,0,0,1.6,687.3,0
2013,5101209,688,0,0,0,0,1.6,687.3,0
2014,5101209,688,0,0,0,0,1.7,687.3,0
2015,5101209,688,0,0,0.7,0,0,687.3,0
2016,5101209,688,0,0,0,0,2.3,687.3,0
2017,5101209,688,0,0,0.7,0,0,687.3,0
2018,5101209,688,0,0,0.7,0,0,687.3,0
2019,5101209,688,0,0,0.7,0,0,687.3,0
2020,5101209,688,0,0,0.7,0,0,687.3,0
2000,5101258,1608,1207.5,,364.6,0,0.7,35.2,0
2001,5101258,1608,1209.3,1.8,362.8,0,0.7,35.2,0
2002,5101258,1608,1213,3.7,359.1,0,0.7,35.2,0
2003,5101258,1608,1218,5,354.1,0,0.7,35.2,0
2004,5101258,1608,1221.2,3.2,350.9,0,0.7,35.2,0
2005,5101258,1608,1221.2,0,350.9,0,0.7,35.2,0
2006,5101258,1608,1222.4,1.2,348.1,1.6,0.7,35.2,0
2007,5101258,1608,1222.7,0.3,349.4,0,0.7,35.2,0
2008,5101258,1608,1222.9,0.2,349.2,0,0.7,35.2,0
2009,5101258,1608,1223.2,0.3,348.9,0,0.7,35.2,0
2010,5101258,1608,1224.6,1.4,347.5,0,0.7,35.2,0
2011,5101258,1608,1224.8,0.3,347.3,0,0.7,35.2,0
2012,5101258,1608,1224.8,0,347.2,0,0.8,35.2,0
2013,5101258,1608,1225.5,0.7,346.6,0,0.7,35.2,0
2014,5101258,1608,1226.3,0.8,345.8,0,0.7,35.2,0
2015,5101258,1608,1226.3,0,346.5,0,0,35.2,0
2016,5101258,1608,1226.3,0,346.5,0,0,35.2,0
2017,5101258,1608,1226.3,0,346.5,0,0,35.2,0
2018,5101258,1608,1226.4,0.1,346.4,0,0,35.2,0
2019,5101258,1608,1226.5,0.1,346.3,0,0,35.2,0
2020,5101258,1608,1232.5,6,340.3,0,0,35.2,0
2000,5101308,414,352.1,,61.9,0,0,0,0
2001,5101308,414,362,9.9,52,0,0,0,0
2002,5101308,414,362.5,0.5,51.5,0,0,0,0
2003,5101308,414,363.2,0.7,50.8,0,0,0,0
2004,5101308,414,364.8,1.7,49.2,0,0,0,0
2005,5101308,414,366.1,1.3,47.9,0,0,0,0
2006,5101308,414,366.8,0.7,47.2,0,0,0,0
2007,5101308,414,367.2,0.5,46.8,0,0,0,0
2008,5101308,414,367.5,0.3,46.5,0,0,0,0
2009,5101308,414,367.7,0.2,46.3,0,0,0,0
2010,5101308,414,367.8,0.1,46.2,0,0,0,0
2011,5101308,414,367.8,0,46.2,0,0,0,0
2012,5101308,414,367.8,0,46.2,0,0,0,0
2013,5101308,414,368.1,0.3,45.9,0,0,0,0
2014,5101308,414,368.2,0.1,45.8,0,0,0,0
2015,5101308,414,368.3,0.1,45.7,0,0,0,0
2016,5101308,414,368.3,0,45.7,0,0,0,0
2017,5101308,414,368.3,0,45.7,0,0,0,0
2018,5101308,414,368.9,0.7,45.1,0,0,0,0
2019,5101308,414,369.6,0.7,44.4,0,0,0,0
2020,5101308,414,369.7,0.1,44.3,0,0,0,0
2000,5101407,25182,1907.8,,22932.5,0,4.8,283.1,53.8
2001,5101407,25182,2080.9,173.1,22759.4,0,4.8,283.1,53.8
2002,5101407,25182,2429.6,348.7,22410.7,0,4.8,283.1,53.8
2003,5101407,25182,2834.7,405.1,22005.6,0,4.8,283.1,53.8
2004,5101407,25182,3218.2,383.5,21622.1,0,4.8,283.1,53.8
2005,5101407,25182,3550.5,332.3,21289.8,0,4.8,283.1,53.8
2006,5101407,25182,3602.4,52,21194.8,43.1,4.8,283.1,53.8
2007,5101407,25182,3686.3,83.9,21154,0,4.8,283.1,53.8
2008,5101407,25182,3767.6,81.3,20862.9,209.8,4.8,283.1,53.8
2009,5101407,25182,3809.9,42.3,21025.1,5,5.1,283.1,53.8
2010,5101407,25182,3841.8,31.9,20995.5,3,4.8,283.1,53.8
2011,5101407,25182,3876,34.3,20964.4,0,4.7,283.1,53.8
2012,5101407,25182,3897.4,21.3,20777.8,165.1,4.8,283.1,53.8
2013,5101407,25182,3937.1,39.7,20886.9,16.3,4.8,283.1,53.8
2014,5101407,25182,3977.1,40,20863.2,0,4.8,283.1,53.8
2015,5101407,25182,4029,51.9,20816.1,0,0,283.1,53.8
2016,5101407,25182,4112.7,83.7,20732.4,0,0,283.1,53.8
2017,5101407,25182,4205.4,92.7,20639.7,0,0,283.1,53.8
2018,5101407,25182,4319.1,113.6,20525.9,0,0,283.2,53.8
2019,5101407,25182,4474.6,155.5,20370.4,0,0,283.2,53.8
2020,5101407,25182,4619.3,144.7,20225.7,0,0,283.2,53.8
2000,5101605,11187,298.7,,2272.7,0,12.9,8493.6,109.1
2001,5101605,11187,305.9,7.2,2265.5,0,12.9,8493.6,109.1
2002,5101605,11187,326.5,20.6,2244.9,0,12.9,8493.6,109.1
2003,5101605,11187,332.2,5.7,2239.2,0,12.9,8493.6,109.1
2004,5101605,11187,340.5,8.3,2230.9,0,12.9,8493.6,109.1
2005,5101605,11187,344.1,3.7,2227.3,0,12.9,8493.6,109.1
2006,5101605,11187,352.6,8.4,2218.8,0,12.9,8493.6,109.1
2007,5101605,11187,355.6,3,2217.5,0,11.2,8493.6,109.1
2008,5101605,11187,360.2,4.6,2190.4,24.6,9.1,8493.6,109.1
2009,5101605,11187,362,1.8,2211.8,0,10.5,8493.6,109.1
2010,5101605,11187,365.6,3.6,2207.6,0,11.1,8493.6,109.1
2011,5101605,11187,367.4,1.8,2205.4,0,11.5,8493.6,109.1
2012,5101605,11187,370.9,3.4,2198.4,0,15,8493.6,109.1
2013,5101605,11187,371.2,0.4,2200.8,0,12.3,8493.6,109.1
2014,5101605,11187,372.6,1.3,2197.4,0,14.3,8493.6,109.1
2015,5101605,11187,374,1.4,2210.3,0,0,8493.6,109.1
2016,5101605,11187,375.6,1.7,2193.9,0,14.8,8493.6,109.1
2017,5101605,11187,376,0.3,2208.3,0,0,8493.6,109.1
2018,5101605,11187,376.8,0.8,2152.1,55.4,0,8493.6,109.1
2019,5101605,11187,377,0.3,2207.3,0,0,8493.6,109.1
2020,5101605,11187,383.2,6.2,2201.1,0,0,8493.6,109.1
2000,5101704,6066,2968.3,,2278.6,0,0,815.7,3.4
2001,5101704,6066,3075.3,107,2171.6,0,0,815.7,3.4
2002,5101704,6066,3159.7,84.4,2087.2,0,0,815.7,3.4
2003,5101704,6066,3212.9,53.1,2034,0,0,815.7,3.4
2004,5101704,6066,3253,40.1,1993.9,0,0,815.7,3.4
2005,5101704,6066,3283.5,30.5,1963.4,0,0,815.7,3.4
2006,5101704,6066,3290,6.5,1954.8,2.1,0,815.7,3.4
2007,5101704,6066,3300.7,10.7,1946.2,0,0,815.7,3.4
2008,5101704,6066,3309.8,9.1,1937.1,0,0,815.7,3.4
2009,5101704,6066,3321.5,11.7,1925.4,0,0,815.7,3.4
2010,5101704,6066,3325.3,3.7,1921.6,0,0,815.7,3.4
2011,5101704,6066,3330,4.7,1916.9,0,0,815.7,3.4
2012,5101704,6066,3333,3,1913.9,0,0,815.7,3.4
2013,5101704,6066,3335.6,2.6,1911.3,0,0,815.7,3.4
2014,5101704,6066,3338.6,3,1908.3,0,0,815.7,3.4
2015,5101704,6066,3343.1,4.6,1903.8,0,0,815.7,3.4
2016,5101704,6066,3346,2.8,1900.9,0,0,815.7,3.4
2017,5101704,6066,3354.4,8.4,1892.5,0,0,815.7,3.4
2018,5101704,6066,3356.4,3,1315.8,574.7,0,815.7,3.4
2019,5101704,6066,3360.2,3.7,1886.7,0,0,815.7,3.4
2020,5101704,6066,3368,7.9,1878.9,0,0,815.7,3.4
2000,5101803,9146,1218.1,,284.8,0,4.5,7626.4,12.2
2001,5101803,9146,1244.6,26.5,258.3,0,4.5,7626.4,12.2
2002,5101803,9146,1245.4,0.7,257.5,0,4.5,7626.4,12.2
2003,5101803,9146,1255.3,9.9,247.6,0,4.5,7626.4,12.2
2004,5101803,9146,1258.8,3.6,244.1,0,4.5,7626.4,12.2
2005,5101803,9146,1263.5,4.6,239.4,0,4.5,7626.4,12.2
2006,5101803,9146,1264.2,0.7,238.7,0,4.5,7626.4,12.2
2007,5101803,9146,1269.1,5,234.5,0,3.8,7626.4,12.2
2008,5101803,9146,1273.9,4.8,228.6,0,4.9,7626.4,12.2
2009,5101803,9146,1273.9,0,228.4,0,5.1,7626.4,12.2
2010,5101803,9146,1273.9,0,230.3,0,3.2,7626.4,12.2
2011,5101803,9146,1273.9,0,230.1,0,3.4,7626.4,12.2
2012,5101803,9146,1273.9,0,228.6,0,4.9,7626.4,12.2
2013,5101803,9146,1273.9,0,229.8,0,3.7,7626.4,12.2
2014,5101803,9146,1273.9,0,227.7,0,5.8,7626.4,12.2
2015,5101803,9146,1273.9,0,233.5,0,0,7626.4,12.2
2016,5101803,9146,1273.9,0,230.4,0,3.1,7626.4,12.2
2017,5101803,9146,1274.6,0.7,232.8,0,0,7626.4,12.2
2018,5101803,9146,1274.6,0,232.8,0,0,7626.4,12.2
2019,5101803,9146,1276.4,1.9,226.9,4.1,0,7626.4,12.2
2020,5101803,9146,1276.4,0,231,0,0,7626.4,12.2
2000,5101852,4282,2206.3,,1697.7,0,1.1,375.3,1.6
2001,5101852,4282,2317.8,111.5,1586.2,0,1.1,375.3,1.6
2002,5101852,4282,2411.2,93.4,1492.8,0,1.1,375.3,1.6
2003,5101852,4282,2519,107.8,1385,0,1.1,375.3,1.6
2004,5101852,4282,2585.8,66.8,1318.2,0,1.1,375.3,1.6
2005,5101852,4282,2667.9,82.2,1236.1,0,1.1,375.3,1.6
2006,5101852,4282,2671.9,4,1232.1,0,1.1,375.3,1.6
2007,5101852,4282,2676.8,4.9,1228.3,0,0,375.3,1.6
2008,5101852,4282,2691.3,14.5,1213.8,0,0,375.3,1.6
2009,5101852,4282,2702.2,10.8,1202.9,0,0,375.3,1.6
2010,5101852,4282,2704.6,2.5,1200.5,0,0,375.3,1.6
2011,5101852,4282,2717,12.4,1088,100.1,0,375.3,1.6
2012,5101852,4282,2718.9,1.9,1186.2,0,0,375.3,1.6
2013,5101852,4282,2719.2,0.2,1185.9,0,0,375.3,1.6
2014,5101852,4282,2721.7,2.6,1182.2,1.2,0,375.3,1.6
2015,5101852,4282,2740.5,18.8,1164.6,0,0,375.3,1.6
2016,5101852,4282,2751.7,11.2,1153.4,0,0,375.3,1.6
2017,5101852,4282,2761.3,9.6,1143.8,0,0,375.3,1.6
2018,5101852,4282,2765.6,4.3,1139.5,0,0,375.3,1.6
2019,5101852,4282,2768.1,2.5,1137,0,0,375.3,1.6
2020,5101852,4282,2770.6,2.5,1134.5,0,0,375.3,1.6
2000,5101902,15999,2720.1,,9482.2,0,0,3762.9,33.8
2001,5101902,15999,2753.3,33.3,9449,0,0,3762.9,33.8
2002,5101902,15999,3005.2,251.9,9197.1,0,0,3762.9,33.8
2003,5101902,15999,3459.1,453.9,8743.2,0,0,3762.9,33.8
2004,5101902,15999,3794.5,335.4,8407.8,0,0,3762.9,33.8
2005,5101902,15999,4034.3,239.8,8168,0,0,3762.9,33.8
2006,5101902,15999,4099.8,65.4,8094.2,8.3,0,3762.9,33.8
2007,5101902,15999,4150,50.2,8052.3,0,0,3762.9,33.8
2008,5101902,15999,4267.2,117.2,7935.1,0,0,3762.9,33.8
2009,5101902,15999,4283.1,15.9,7919.2,0,0,3762.9,33.8
2010,5101902,15999,4294.6,11.5,7813.8,93.9,0,3762.9,33.8
2011,5101902,15999,4307.6,13,7894.7,0,0,3762.9,33.8
2012,5101902,15999,4317.3,9.6,7880.6,4.4,0,3762.9,33.8
2013,5101902,15999,4329.1,11.8,7873.2,0,0,3762.9,33.8
2014,5101902,15999,4345.5,16.4,7816.9,39.9,0,3762.9,33.8
2015,5101902,15999,4376.5,31,7825.8,0,0,3762.9,33.8
2016,5101902,15999,4403.1,26.6,7799.2,0,0,3762.9,33.8
2017,5101902,15999,4428.3,25.2,7774,0,0,3762.9,33.8
2018,5101902,15999,4443.7,15.4,7749.6,9,0,3762.9,33.8
2019,5101902,15999,4491.5,47.8,7710.8,0,0,3762.9,33.8
2020,5101902,15999,4524.6,33.1,7677.7,0,0,3762.9,33.8
2000,5102504,24399,1584.5,,610.8,0,1331.4,19780.8,1091.5
2001,5102504,24399,1642.9,58.4,552.4,0,1331.4,19780.8,1091.5
2002,5102504,24399,1700.6,57.7,494.7,0,1331.4,19780.8,1091.5
2003,5102504,24399,1793.2,92.6,402.1,0,1331.4,19780.8,1091.5
2004,5102504,24399,1832.1,38.9,363.2,0,1331.4,19780.8,1091.5
2005,5102504,24399,1882.1,50,313.2,0,1331.4,19780.8,1091.5
2006,5102504,24399,1913.1,31,282.2,0,1331.4,19780.8,1091.5
2007,5102504,24399,1922,8.9,276.2,0,1328.5,19780.8,1091.5
2008,5102504,24399,1936.3,14.3,223.9,28.3,1338.2,19780.8,1091.5
2009,5102504,24399,1938.8,2.5,1553.5,0,34.4,19780.8,1091.5
2010,5102504,24399,1939.9,1.1,1548,0,38.8,19780.8,1091.5
2011,5102504,24399,1941.2,1.3,1545,0,40.5,19780.8,1091.5
2012,5102504,24399,1942.6,1.4,1552.5,0,31.6,19780.8,1091.5
2013,5102504,24399,1947.8,5.2,1542.2,4.3,32.4,19780.8,1091.5
2014,5102504,24399,1950.5,2.6,1547.4,0,28.8,19780.8,1091.5
2015,5102504,24399,1958.6,8.1,1568.1,0,0,19780.8,1091.5
2016,5102504,24399,1965.1,6.5,1542.3,0,19.3,19780.8,1091.5
2017,5102504,24399,1973.9,8.7,1552.8,0,0,19780.8,1091.5
2018,5102504,24399,1975.8,2.3,1550.8,0,0,19780.8,1091.6
2019,5102504,24399,1977.9,2.1,1548.7,0,0,19780.8,1091.6
2020,5102504,24399,1984.1,6.2,1542.5,0,0,19780.8,1091.6
2000,5102603,5968,0.6,,7.8,0,3.5,5956.1,0
2001,5102603,5968,0.6,0,7.8,0,3.5,5956.1,0
2002,5102603,5968,0.6,0,7.8,0,3.5,5956.1,0
2003,5102603,5968,0.6,0,7.8,0,3.5,5956.1,0
2004,5102603,5968,0.6,0,7.8,0,3.5,5956.1,0
2005,5102603,5968,0.6,0,7.8,0,3.5,5956.1,0
2006,5102603,5968,0.6,0,7.8,0,3.5,5956.1,0
2007,5102603,5968,0.6,0,7.6,0,3.7,5956.1,0
2008,5102603,5968,0.6,0,7.5,0,3.8,5956.1,0
2009,5102603,5968,0.6,0,7.6,0,3.7,5956.1,0
2010,5102603,5968,0.6,0,7.6,0,3.7,5956.1,0
2011,5102603,5968,0.6,0,7.7,0,3.6,5956.1,0
2012,5102603,5968,0.6,0,7.7,0,3.6,5956.1,0
2013,5102603,5968,0.6,0,7.5,0,3.8,5956.1,0
2014,5102603,5968,0.6,0,7.7,0,3.6,5956.1,0
2015,5102603,5968,0.6,0,11.3,0,0,5956.1,0
2016,5102603,5968,0.6,0,11.3,0,0,5956.1,0
2017,5102603,5968,0.6,0,11.3,0,0,5956.1,0
2018,5102603,5968,0.6,0,11.3,0,0,5956.1,0
2019,5102603,5968,0.6,0,11.3,0,0,5956.1,0
2020,5102603,5968,0.6,0,11.3,0,0,5956.1,0
2000,5102637,9467,175.1,,1665.5,0,0,7626.4,0
2001,5102637,9467,175.7,0.6,1664.9,0,0,7626.4,0
2002,5102637,9467,188,12.3,1652.6,0,0,7626.4,0
2003,5102637,9467,202.3,14.3,1638.3,0,0,7626.4,0
2004,5102637,9467,245.2,42.8,1595.4,0,0,7626.4,0
2005,5102637,9467,258.2,13,1582.4,0,0,7626.4,0
