ano,sigla_uf,id_municipio,id_escola,rede,ensino,anos_escolares,taxa_aprovacao,indicador_rendimento,nota_saeb_matematica,nota_saeb_lingua_portuguesa,nota_saeb_media_padronizada,ideb,projecao
2019,SE,2804805,28020499,estadual,fundamental,iniciais (1-5),73.8,0.74269098,186.94,174.11,4.697619,3.5,4.5
2019,MG,3168408,31020982,estadual,fundamental,iniciais (1-5),100.0,1.0,264.54,256.6,7.6781621,7.7,5.8
2019,AL,2708006,27007383,municipal,fundamental,iniciais (1-5),81.1,0.82106,188.41,159.83,4.4658451,3.7,4.5
2019,BA,2914901,29307325,municipal,fundamental,iniciais (1-5),78.9,0.77786899,183.17,177.99,4.6960359,3.7,4.0
2019,SC,4202404,42015766,municipal,fundamental,iniciais (1-5),99.1,0.99188799,250.71,234.28,7.0084128,7.0,6.2
2019,PE,2614501,26172224,municipal,fundamental,iniciais (1-5),90.1,0.89861602,191.11,175.78,4.8075628,4.3,4.3
2019,SP,3522208,35220966,municipal,fundamental,iniciais (1-5),98.3,0.98346603,216.55,195.67,5.6545048,5.6,6.0
2019,MG,3129806,31362719,municipal,fundamental,iniciais (1-5),100.0,1.0,232.24,224.16,6.4719319,6.5,6.2
2019,MG,3154606,31212679,estadual,fundamental,iniciais (1-5),100.0,1.0,206.1,194.78,5.4388952,5.4,6.1
2019,SP,3509908,35221843,municipal,fundamental,iniciais (1-5),95.3,0.94734502,217.36,205.27,5.8445172,5.5,5.7
